key	text	tooltip
cdir_events_dilemma_choice_details_localised_choice_label_wota_dilemma_hua_tuo_visits_manual_onlyFIRST	投獄して『青嚢書』を没収する	true
cdir_events_dilemma_choice_details_localised_choice_title_wota_dilemma_hua_tuo_visits_manual_onlyFIRST	医書を没収する（勢力全体の満足度-10、5ターン）	true
cdir_events_dilemma_choice_details_localised_choice_label_wota_dilemma_hua_tuo_visits_manual_onlySECOND	丁重に断る	true
cdir_events_dilemma_choice_details_localised_choice_title_wota_dilemma_hua_tuo_visits_manual_onlySECOND	申し出を断る	true
dilemmas_localised_title_wota_dilemma_hua_tuo_visits_rewards_only	華佗の来訪	true
dilemmas_localised_description_wota_dilemma_hua_tuo_visits_rewards_only	軍が都市で兵を補充している折、華佗が訪れた。治療費は足りないが、厚礼で招くか、投獄して医書を没収することはできる。	true
cdir_events_dilemma_choice_details_localised_choice_label_wota_dilemma_hua_tuo_visits_rewards_onlyFIRST	華佗を厚礼で招く（1000金）	true
cdir_events_dilemma_choice_details_localised_choice_title_wota_dilemma_hua_tuo_visits_rewards_onlyFIRST	華佗を登用する	true
cdir_events_dilemma_choice_details_localised_choice_label_wota_dilemma_hua_tuo_visits_rewards_onlySECOND	投獄して『青嚢書』を没収する	true
cdir_events_dilemma_choice_details_localised_choice_title_wota_dilemma_hua_tuo_visits_rewards_onlySECOND	医書を没収する（勢力全体の満足度-10、5ターン）	true
cdir_events_dilemma_choice_details_localised_choice_label_wota_dilemma_hua_tuo_visits_rewards_onlyTHIRD	丁重に断る	true
cdir_events_dilemma_choice_details_localised_choice_title_wota_dilemma_hua_tuo_visits_rewards_onlyTHIRD	申し出を断る	true
dilemmas_localised_title_wota_dilemma_physician_visits	名医の来訪	true
dilemmas_localised_description_wota_dilemma_physician_visits	軍が都市で兵を補充している折、名高い医師が訪れた。2000金を支払えば、重い後遺症を負った武将一人を治療するという。	true
cdir_events_dilemma_choice_details_localised_choice_label_wota_dilemma_physician_visitsFIRST	名医に治療を頼む（2000金）	true
cdir_events_dilemma_choice_details_localised_choice_title_wota_dilemma_physician_visitsFIRST	治療を受ける	true
cdir_events_dilemma_choice_details_localised_choice_label_wota_dilemma_physician_visitsSECOND	丁重に断る	true
cdir_events_dilemma_choice_details_localised_choice_title_wota_dilemma_physician_visitsSECOND	申し出を断る	true
loyalty_factors_localised_negative_name_wota_loyalty_factor_hua_tuo_confiscated	華佗の家産を没収した	true
